Customer type,Gender,Product line,Unit price,Quantity,Time,Payment,Gross margin ,Rating,Day,Month
Member,Male,Food and beverages,99.78,5,19:09,Cash,4.761904762,5.4,9,3
Member,Male,Food and beverages,94.26,4,16:30,Cash,4.761904762,8.6,12,3
Member,Male,Health and beauty,51.13,4,10:11,Credit card,4.761904762,4,25,1
Member,Male,Electronic accessories,36.36,4,13:07,Cash,4.761904762,7.6,25,3
Normal,Male,Home and lifestyle,22.02,9,18:48,Cash,4.761904762,6.8,7,2
Normal,Male,Food and beverages,32.9,3,17:27,Credit card,4.761904762,9.1,17,2
Normal,Male,Fashion accessories,77.02,5,15:59,Cash,4.761904762,5.5,3,2
Member,Male,Food and beverages,23.48,2,11:21,Credit card,4.761904762,7.9,14,3
Member,Male,Sports and travel,14.7,5,13:48,Ewallet,4.761904762,8.5,24,3
Member,Female,Electronic accessories,28.45,5,10:17,Credit card,4.761904762,9.1,21,3
Normal,Male,Fashion accessories,76.4,9,15:49,Ewallet,4.761904762,7.5,19,3
Normal,Female,Sports and travel,57.95,6,13:02,Cash,4.761904762,5.2,24,2
Normal,Female,Electronic accessories,47.65,3,12:58,Credit card,4.761904762,9.5,28,3
Member,Female,Food and beverages,42.82,9,15:26,Credit card,4.761904762,8.9,5,2
Member,Male,Electronic accessories,48.09,3,18:23,Credit card,4.761904762,7.8,10,2
Member,Female,Health and beauty,55.97,7,19:06,Ewallet,4.761904762,8.9,5,3
Member,Female,Health and beauty,76.9,7,20:21,Cash,4.761904762,7.7,15,2
Normal,Female,Food and beverages,97.03,5,16:24,Ewallet,4.761904762,9.3,30,1
Normal,Male,Sports and travel,44.65,3,15:04,Cash,4.761904762,6.2,14,2
Normal,Female,Fashion accessories,77.93,9,16:10,Ewallet,4.761904762,7.6,27,2
Member,Male,Electronic accessories,71.95,1,12:14,Cash,4.761904762,7.3,4,2
Member,Female,Home and lifestyle,89.25,8,10:13,Cash,4.761904762,4.7,20,1
Normal,Male,Electronic accessories,26.02,7,17:38,Cash,4.761904762,5.1,28,3
Normal,Female,Health and beauty,13.5,10,11:06,Credit card,4.761904762,4.8,27,2
Member,Female,Fashion accessories,99.3,10,14:53,Credit card,4.761904762,6.6,15,2
Normal,Male,Electronic accessories,51.69,7,18:22,Cash,4.761904762,5.5,26,1
Member,Female,Fashion accessories,54.73,7,19:02,Credit card,4.761904762,8.5,14,3
Member,Male,Home and lifestyle,27,9,14:16,Cash,4.761904762,4.8,2,3
Normal,Female,Electronic accessories,30.24,1,15:44,Cash,4.761904762,8.4,4,3
Member,Female,Food and beverages,89.14,4,12:20,Credit card,4.761904762,7.8,7,1
Normal,Female,Fashion accessories,37.55,10,20:01,Credit card,4.761904762,9.3,8,3
Normal,Female,Sports and travel,95.44,10,13:45,Cash,4.761904762,5.2,9,1
Normal,Male,Electronic accessories,27.5,3,15:40,Ewallet,4.761904762,6.5,1,3
Normal,Male,Sports and travel,74.97,1,16:58,Cash,4.761904762,5.6,16,3
Member,Male,Food and beverages,80.96,8,11:12,Credit card,4.761904762,7.4,17,2
Normal,Female,Food and beverages,94.47,8,15:12,Cash,4.761904762,9.1,27,2
Normal,Male,Food and beverages,99.79,2,20:37,Ewallet,4.761904762,8,7,3
Normal,Male,Home and lifestyle,73.22,6,17:44,Cash,4.761904762,7.2,21,1
Normal,Female,Food and beverages,41.24,4,16:23,Cash,4.761904762,7.1,19,2
Normal,Female,Fashion accessories,81.68,4,12:12,Cash,4.761904762,9.1,6,1
Normal,Female,Electronic accessories,51.32,9,19:33,Cash,4.761904762,5.6,14,3
Member,Male,Home and lifestyle,65.94,4,10:29,Cash,4.761904762,6,24,3
Normal,Female,Sports and travel,14.36,10,14:28,Cash,4.761904762,5.4,27,1
Member,Male,Electronic accessories,21.5,9,12:46,Credit card,4.761904762,7.8,6,3
Member,Female,Electronic accessories,26.26,7,19:40,Cash,4.761904762,9.9,2,2
Normal,Female,Fashion accessories,60.96,2,19:39,Credit card,4.761904762,4.9,25,1
Normal,Female,Home and lifestyle,70.11,6,17:54,Ewallet,4.761904762,5.2,14,3
Normal,Male,Fashion accessories,42.08,6,12:25,Cash,4.761904762,8.9,29,1
Normal,Female,Home and lifestyle,67.09,5,16:47,Credit card,4.761904762,9.1,3,1
Member,Female,Fashion accessories,96.7,5,12:52,Ewallet,4.761904762,7,14,1
Member,Female,Home and lifestyle,35.38,9,19:50,Credit card,4.761904762,9.6,5,1
Normal,Male,Sports and travel,95.49,7,18:17,Ewallet,4.761904762,8.7,22,2
Member,Male,Fashion accessories,96.98,4,17:20,Ewallet,4.761904762,9.4,6,2
Normal,Female,Electronic accessories,23.65,4,13:32,Credit card,4.761904762,4,30,1
Member,Male,Sports and travel,82.33,4,10:37,Credit card,4.761904762,7.5,11,1
Normal,Female,Electronic accessories,26.61,2,14:35,Cash,4.761904762,4.2,19,3
Normal,Female,Food and beverages,99.69,5,12:09,Cash,4.761904762,9.9,14,1
Member,Female,Food and beverages,74.89,4,15:32,Ewallet,4.761904762,4.2,1,3
Normal,Female,Food and beverages,40.94,5,13:58,Ewallet,4.761904762,9.9,6,1
Member,Male,Sports and travel,75.82,1,13:19,Cash,4.761904762,5.8,31,1
Normal,Male,Food and beverages,46.77,6,13:37,Cash,4.761904762,6,11,3
Normal,Female,Health and beauty,32.32,10,16:49,Credit card,4.761904762,10,20,2
Member,Female,Fashion accessories,54.07,9,14:55,Ewallet,4.761904762,9.5,27,1
Normal,Male,Food and beverages,18.22,7,14:04,Credit card,4.761904762,6.6,10,3
Member,Female,Fashion accessories,80.48,3,12:31,Cash,4.761904762,8.1,15,2
Normal,Female,Fashion accessories,37.95,10,14:51,Cash,4.761904762,9.7,26,1
Member,Male,Electronic accessories,76.82,1,18:27,Ewallet,4.761904762,7.2,13,2
Member,Female,Sports and travel,52.26,10,12:45,Credit card,4.761904762,6.2,9,3
Normal,Female,Health and beauty,79.74,1,10:36,Ewallet,4.761904762,7.3,6,3
Normal,Female,Health and beauty,77.5,5,20:36,Ewallet,4.761904762,4.3,24,1
Normal,Female,Food and beverages,54.27,5,14:16,Ewallet,4.761904762,4.6,13,3
Normal,Male,Home and lifestyle,13.59,9,10:26,Cash,4.761904762,5.8,15,3
Member,Female,Health and beauty,41.06,6,13:30,Credit card,4.761904762,8.3,5,3
Member,Male,Electronic accessories,19.24,9,16:28,Cash,4.761904762,8,4,3
Normal,Female,Food and beverages,39.43,6,20:18,Credit card,4.761904762,9.4,25,3
Normal,Male,Home and lifestyle,46.22,4,20:04,Credit card,4.761904762,6.2,12,3
Member,Male,Home and lifestyle,13.98,1,13:38,Ewallet,4.761904762,9.8,4,2
Normal,Female,Fashion accessories,39.75,5,10:43,Ewallet,4.761904762,9.6,22,2
Member,Female,Fashion accessories,97.79,7,17:30,Ewallet,4.761904762,4.9,16,2
Member,Male,Sports and travel,67.26,4,15:28,Credit card,4.761904762,8,19,1
Normal,Male,Food and beverages,13.79,5,19:07,Credit card,4.761904762,7.8,11,1
Member,Female,Fashion accessories,68.71,4,19:01,Cash,4.761904762,4.1,4,1
Normal,Female,Home and lifestyle,56.53,4,19:48,Ewallet,4.761904762,5.5,4,3
Normal,Female,Fashion accessories,23.82,5,19:24,Ewallet,4.761904762,5.4,28,1
Normal,Female,Health and beauty,34.21,10,13:00,Cash,4.761904762,5.1,2,1
Normal,Male,Sports and travel,21.87,2,14:29,Ewallet,4.761904762,6.9,25,1
Member,Male,Health and beauty,20.97,5,13:21,Cash,4.761904762,7.8,4,1
Normal,Male,Sports and travel,25.84,3,18:55,Ewallet,4.761904762,6.6,10,3
Normal,Male,Home and lifestyle,50.93,8,19:36,Ewallet,4.761904762,9.2,22,3
Normal,Male,Health and beauty,96.11,1,16:28,Ewallet,4.761904762,7.8,25,1
Normal,Female,Home and lifestyle,45.38,4,13:48,Credit card,4.761904762,8.7,8,1
Member,Female,Health and beauty,81.51,1,10:57,Ewallet,4.761904762,9.2,22,1
Normal,Female,Health and beauty,57.22,2,17:13,Ewallet,4.761904762,8.3,12,1
Member,Female,Electronic accessories,25.22,7,10:23,Cash,4.761904762,8.2,4,2
Member,Female,Food and beverages,38.6,3,13:57,Ewallet,4.761904762,7.5,28,3
Normal,Female,Electronic accessories,84.05,3,13:29,Cash,4.761904762,9.8,23,1
Member,Female,Fashion accessories,97.21,10,13:00,Credit card,4.761904762,8.7,8,2
Member,Male,Fashion accessories,25.42,8,19:42,Credit card,4.761904762,6.7,19,3
Normal,Male,Fashion accessories,16.28,1,15:36,Cash,4.761904762,5,9,3
Member,Male,Fashion accessories,40.61,9,13:40,Cash,4.761904762,7,2,1
Member,Male,Health and beauty,53.17,7,18:01,Cash,4.761904762,8.9,21,1
Member,Female,Food and beverages,20.87,3,13:53,Credit card,4.761904762,8,20,3
Normal,Male,Sports and travel,67.27,5,17:27,Cash,4.761904762,6.9,27,2
Member,Female,Home and lifestyle,90.65,10,10:53,Ewallet,4.761904762,7.3,8,3
Normal,Male,Fashion accessories,69.08,2,19:48,Credit card,4.761904762,6.9,31,1
Normal,Male,Food and beverages,43.27,2,16:53,Ewallet,4.761904762,5.7,8,3
Normal,Female,Electronic accessories,23.46,6,19:14,Ewallet,4.761904762,6.4,13,1
Normal,Male,Fashion accessories,95.54,7,14:36,Credit card,4.761904762,9.6,9,3
Normal,Female,Fashion accessories,47.44,1,18:19,Credit card,4.761904762,6.8,22,2
Normal,Male,Sports and travel,99.24,9,19:09,Ewallet,4.761904762,9,19,3
Member,Male,Sports and travel,82.93,4,16:51,Ewallet,4.761904762,9.6,20,1
Normal,Male,Home and lifestyle,33.99,6,15:37,Credit card,4.761904762,7.7,8,3
Member,Male,Food and beverages,17.04,4,20:15,Ewallet,4.761904762,7,8,3
Normal,Female,Electronic accessories,40.86,8,14:38,Credit card,4.761904762,6.5,7,2
Member,Male,Food and beverages,17.44,5,19:25,Cash,4.761904762,8.1,15,1
Member,Female,Sports and travel,88.43,8,19:35,Credit card,4.761904762,4.3,22,3
Member,Female,Home and lifestyle,89.21,9,15:42,Credit card,4.761904762,6.5,15,1
Normal,Male,Fashion accessories,12.78,1,14:11,Ewallet,4.761904762,9.5,8,1
Normal,Female,Sports and travel,19.1,7,10:43,Cash,4.761904762,9.7,15,1
Member,Female,Health and beauty,19.15,1,17:58,Credit card,4.761904762,9.5,28,1
Member,Male,Food and beverages,27.66,10,11:26,Credit card,4.761904762,8.9,14,2
Normal,Male,Fashion accessories,45.74,3,17:38,Credit card,4.761904762,6.5,10,3
Member,Female,Health and beauty,27.07,1,20:07,Credit card,4.761904762,5.3,12,1
Member,Female,Sports and travel,39.12,1,11:02,Credit card,4.761904762,9.6,26,3
Normal,Female,Electronic accessories,74.71,6,19:07,Cash,4.761904762,6.7,1,1
Normal,Male,Electronic accessories,22.01,6,18:50,Cash,4.761904762,7.6,2,1
Normal,Female,Food and beverages,63.61,5,12:43,Ewallet,4.761904762,4.8,16,3
Normal,Male,Health and beauty,25,1,15:09,Ewallet,4.761904762,5.5,3,3
Member,Male,Electronic accessories,20.77,4,13:47,Cash,4.761904762,4.7,31,1
Member,Female,Fashion accessories,29.56,5,16:59,Cash,4.761904762,6.9,13,2
Member,Female,Food and beverages,77.4,9,14:15,Credit card,4.761904762,4.5,15,2
Normal,Male,Electronic accessories,79.39,10,20:24,Cash,4.761904762,6.2,7,2
Member,Female,Electronic accessories,46.57,10,13:58,Cash,4.761904762,7.6,27,1
Normal,Male,Food and beverages,35.89,1,16:52,Credit card,4.761904762,7.9,23,2
Normal,Male,Food and beverages,40.52,5,15:19,Cash,4.761904762,4.5,3,2
Member,Female,Food and beverages,73.05,10,12:25,Credit card,4.761904762,8.7,3,3
Normal,Female,Sports and travel,73.95,4,10:02,Cash,4.761904762,6.1,3,2
Member,Female,Food and beverages,22.62,1,18:58,Cash,4.761904762,6.4,17,3
Member,Male,Food and beverages,51.34,5,15:31,Credit card,4.761904762,9.1,28,3
Member,Female,Sports and travel,54.55,10,11:22,Credit card,4.761904762,7.1,2,3
Member,Female,Health and beauty,37.15,7,13:12,Credit card,4.761904762,7.7,8,2
Normal,Male,Sports and travel,37.02,6,18:33,Cash,4.761904762,4.5,22,3
Normal,Male,Food and beverages,21.58,1,10:02,Ewallet,4.761904762,7.2,9,2
Member,Female,Electronic accessories,98.84,1,11:21,Cash,4.761904762,8.4,15,2
Member,Female,Home and lifestyle,83.77,6,12:10,Ewallet,4.761904762,5.4,23,1
Member,Female,Sports and travel,40.05,4,11:40,Cash,4.761904762,9.7,25,1
Member,Male,Fashion accessories,43.13,10,18:31,Credit card,4.761904762,5.5,2,2
Member,Male,Health and beauty,72.57,8,17:58,Cash,4.761904762,4.6,30,3
Member,Female,Electronic accessories,64.44,5,17:04,Cash,4.761904762,6.6,30,3
Normal,Male,Health and beauty,65.18,3,20:35,Credit card,4.761904762,6.3,25,2
Normal,Female,Sports and travel,33.26,5,16:10,Credit card,4.761904762,4.2,18,3
Normal,Male,Electronic accessories,84.07,4,16:54,Ewallet,4.761904762,4.4,7,3
Normal,Male,Sports and travel,34.37,10,10:11,Ewallet,4.761904762,6.7,16,3
Normal,Male,Electronic accessories,38.6,1,11:26,Ewallet,4.761904762,6.7,29,1
Normal,Male,Food and beverages,65.97,8,20:29,Cash,4.761904762,8.4,2,2
Normal,Female,Electronic accessories,32.8,10,12:12,Cash,4.761904762,6.2,15,2
Normal,Male,Sports and travel,37.14,5,13:05,Ewallet,4.761904762,5,8,1
Member,Male,Home and lifestyle,60.38,10,16:19,Cash,4.761904762,6,12,2
Member,Female,Sports and travel,36.98,10,19:48,Credit card,4.761904762,7,1,1
Member,Female,Sports and travel,49.49,4,15:25,Ewallet,4.761904762,6.6,21,3
Normal,Female,Fashion accessories,41.09,10,14:42,Cash,4.761904762,7.3,28,2
Normal,Male,Fashion accessories,37.15,4,18:59,Ewallet,4.761904762,8.3,23,3
Normal,Male,Home and lifestyle,22.96,1,20:47,Cash,4.761904762,4.3,30,1
Member,Female,Home and lifestyle,77.68,9,13:21,Ewallet,4.761904762,9.8,4,2
Normal,Female,Fashion accessories,34.7,2,19:48,Ewallet,4.761904762,8.2,13,3
Member,Female,Fashion accessories,19.66,10,18:20,Credit card,4.761904762,7.2,15,3
Member,Female,Health and beauty,25.32,8,20:24,Ewallet,4.761904762,8.7,5,3
Member,Female,Home and lifestyle,12.12,10,13:44,Credit card,4.761904762,8.4,5,3
Normal,Male,Fashion accessories,99.89,2,11:48,Ewallet,4.761904762,7.1,26,2
Normal,Male,Sports and travel,75.92,8,14:14,Cash,4.761904762,5.5,20,3
Normal,Female,Electronic accessories,63.22,2,15:51,Cash,4.761904762,8.5,1,1
Normal,Female,Food and beverages,90.24,6,11:17,Cash,4.761904762,6.2,27,1
Member,Female,Sports and travel,98.13,1,17:36,Cash,4.761904762,8.9,21,1
Member,Female,Sports and travel,51.52,8,15:47,Cash,4.761904762,9.6,2,2
Member,Male,Sports and travel,73.97,1,15:53,Credit card,4.761904762,5.4,3,2
Member,Female,Fashion accessories,31.9,1,12:40,Ewallet,4.761904762,9.1,5,1
Normal,Male,Home and lifestyle,69.4,2,19:48,Ewallet,4.761904762,9,27,1
Normal,Female,Sports and travel,93.31,2,17:53,Cash,4.761904762,6.3,25,3
Normal,Male,Sports and travel,88.45,1,16:36,Credit card,4.761904762,9.5,25,2
Member,Male,Electronic accessories,24.18,8,20:54,Ewallet,4.761904762,9.8,28,1
Member,Female,Sports and travel,48.5,3,12:50,Cash,4.761904762,6.7,8,1
Normal,Female,Food and beverages,84.05,6,10:48,Credit card,4.761904762,7.7,29,1
Member,Male,Health and beauty,61.29,5,14:28,Cash,4.761904762,7,29,3
Member,Female,Home and lifestyle,15.95,6,17:15,Credit card,4.761904762,5.1,9,2
Member,Female,Sports and travel,90.74,7,18:03,Credit card,4.761904762,6.2,16,1
Normal,Female,Home and lifestyle,42.91,5,17:29,Ewallet,4.761904762,6.1,5,1
Normal,Female,Fashion accessories,54.28,7,18:05,Ewallet,4.761904762,9.3,27,1
Normal,Male,Electronic accessories,99.55,7,12:07,Cash,4.761904762,7.6,14,3
Member,Male,Sports and travel,58.39,7,19:49,Credit card,4.761904762,8.2,23,2
Member,Female,Fashion accessories,51.47,1,15:52,Ewallet,4.761904762,8.5,18,3
Member,Male,Health and beauty,54.86,5,16:48,Ewallet,4.761904762,9.8,29,3
Member,Male,Home and lifestyle,39.39,5,20:46,Credit card,4.761904762,8.7,22,1
Normal,Male,Home and lifestyle,34.73,2,18:14,Ewallet,4.761904762,9.7,1,3
Member,Male,Sports and travel,71.92,5,15:05,Credit card,4.761904762,4.3,17,1
Normal,Female,Electronic accessories,45.71,3,10:34,Credit card,4.761904762,7.7,26,3
Member,Female,Home and lifestyle,83.17,6,11:23,Cash,4.761904762,7.3,20,3
Member,Female,Home and lifestyle,37.44,6,13:55,Credit card,4.761904762,5.9,6,2
Normal,Male,Health and beauty,62.87,2,11:43,Cash,4.761904762,5,1,1
Normal,Male,Food and beverages,81.71,6,14:36,Credit card,4.761904762,8,27,1
Member,Female,Sports and travel,91.41,5,16:03,Ewallet,4.761904762,7.1,25,2
Normal,Male,Fashion accessories,39.21,4,20:03,Credit card,4.761904762,9,16,1
Member,Male,Fashion accessories,59.86,2,14:55,Ewallet,4.761904762,6.7,13,1
Member,Female,Food and beverages,54.36,10,11:28,Credit card,4.761904762,6.1,7,2
Normal,Male,Sports and travel,98.09,9,19:41,Cash,4.761904762,9.3,17,2
Normal,Male,Health and beauty,25.43,6,19:01,Ewallet,4.761904762,7,12,2
Member,Male,Fashion accessories,86.68,8,18:04,Credit card,4.761904762,7.2,24,1
Normal,Male,Electronic accessories,22.95,10,19:20,Ewallet,4.761904762,8.2,6,2
Normal,Female,Food and beverages,16.31,9,10:31,Ewallet,4.761904762,8.4,26,3
Normal,Female,Home and lifestyle,28.32,5,13:28,Ewallet,4.761904762,6.2,11,3
Normal,Male,Home and lifestyle,16.67,7,11:36,Ewallet,4.761904762,7.4,7,2
Member,Female,Fashion accessories,73.96,1,11:32,Credit card,4.761904762,5,5,1
Normal,Male,Home and lifestyle,97.94,1,11:44,Ewallet,4.761904762,6.9,7,3
Normal,Female,Fashion accessories,73.05,4,17:16,Credit card,4.761904762,4.9,25,2
Member,Female,Food and beverages,87.48,6,18:43,Ewallet,4.761904762,5.1,1,2
Normal,Male,Home and lifestyle,30.68,3,11:00,Ewallet,4.761904762,9.1,22,1
Member,Male,Health and beauty,75.88,1,10:30,Credit card,4.761904762,7.1,3,1
Member,Female,Sports and travel,20.18,4,12:14,Credit card,4.761904762,5,13,2
Member,Male,Electronic accessories,18.77,6,16:43,Credit card,4.761904762,5.5,28,1
Normal,Female,Food and beverages,71.2,1,20:40,Credit card,4.761904762,9.2,5,1
Member,Male,Home and lifestyle,38.81,4,13:40,Ewallet,4.761904762,4.9,19,3
Normal,Female,Fashion accessories,29.42,10,16:23,Ewallet,4.761904762,8.9,12,1
Normal,Male,Sports and travel,60.95,9,12:08,Credit card,4.761904762,6,7,1
Normal,Female,Sports and travel,51.54,5,17:45,Cash,4.761904762,4.2,26,1
Normal,Female,Electronic accessories,66.06,6,10:28,Cash,4.761904762,7.3,23,1
Normal,Male,Fashion accessories,57.27,3,20:31,Ewallet,4.761904762,6.5,9,2
Normal,Female,Fashion accessories,54.31,9,10:49,Cash,4.761904762,8.9,22,2
Normal,Female,Health and beauty,58.24,9,12:34,Cash,4.761904762,9.7,5,2
Normal,Male,Electronic accessories,22.21,6,10:23,Credit card,4.761904762,8.6,7,3
Member,Male,Electronic accessories,19.32,7,18:51,Cash,4.761904762,6.9,25,3
Normal,Male,Home and lifestyle,37.48,3,13:45,Credit card,4.761904762,7.7,20,1
Member,Female,Fashion accessories,72.04,2,19:38,Cash,4.761904762,9.5,4,2
Member,Female,Food and beverages,98.52,10,20:23,Ewallet,4.761904762,4.5,30,1
Member,Male,Food and beverages,41.66,6,15:24,Ewallet,4.761904762,5.6,2,1
Member,Female,Home and lifestyle,72.42,3,16:54,Ewallet,4.761904762,8.2,29,3
Normal,Male,Electronic accessories,21.58,9,12:32,Cash,4.761904762,7.3,14,3
Normal,Male,Food and beverages,89.2,10,15:42,Credit card,4.761904762,4.4,11,2
Normal,Female,Electronic accessories,42.42,8,13:58,Ewallet,4.761904762,5.7,30,1
Member,Male,Electronic accessories,74.51,6,15:08,Ewallet,4.761904762,5,20,3
Normal,Male,Fashion accessories,99.25,2,13:02,Cash,4.761904762,9,20,3
Normal,Female,Food and beverages,81.21,10,13:01,Credit card,4.761904762,6.3,17,1
Normal,Female,Sports and travel,49.33,10,16:40,Credit card,4.761904762,9.4,3,2
Normal,Female,Fashion accessories,65.74,9,13:55,Cash,4.761904762,7.7,1,1
Normal,Female,Fashion accessories,79.86,7,10:33,Credit card,4.761904762,5.5,10,1
Normal,Female,Sports and travel,73.98,7,16:42,Ewallet,4.761904762,4.1,2,3
Member,Female,Home and lifestyle,82.04,5,17:16,Credit card,4.761904762,7.6,25,2
Member,Male,Sports and travel,26.67,10,11:48,Cash,4.761904762,8.6,29,1
Member,Male,Food and beverages,10.13,7,19:35,Ewallet,4.761904762,8.3,10,3
Normal,Male,Food and beverages,72.39,2,19:55,Credit card,4.761904762,8.1,13,1
Normal,Male,Sports and travel,85.91,5,14:33,Credit card,4.761904762,8.6,22,3
Member,Male,Fashion accessories,81.31,7,19:49,Ewallet,4.761904762,6.3,1,3
Normal,Male,Food and beverages,60.3,4,18:43,Cash,4.761904762,5.8,20,2
Normal,Male,Food and beverages,31.77,4,14:43,Ewallet,4.761904762,6.2,14,1
Normal,Female,Health and beauty,64.27,4,13:54,Cash,4.761904762,7.7,26,3
Normal,Male,Health and beauty,69.51,2,12:15,Ewallet,4.761904762,8.1,1,3
Normal,Male,Food and beverages,27.22,3,12:37,Cash,4.761904762,7.3,7,1
Member,Female,Health and beauty,77.68,4,19:54,Cash,4.761904762,8.4,1,2
Member,Female,Fashion accessories,92.98,2,15:06,Credit card,4.761904762,8,13,2
Member,Female,Fashion accessories,18.08,4,18:03,Credit card,4.761904762,9.5,14,1
Normal,Male,Sports and travel,63.06,3,15:58,Ewallet,4.761904762,7,19,1
Normal,Male,Health and beauty,51.71,4,13:53,Credit card,4.761904762,9.8,9,3
Normal,Female,Food and beverages,52.34,3,14:03,Cash,4.761904762,9.2,27,3
Normal,Female,Sports and travel,43.06,5,16:38,Ewallet,4.761904762,7.7,4,2
Normal,Male,Fashion accessories,59.61,10,11:07,Cash,4.761904762,5.3,14,3
Normal,Male,Health and beauty,14.62,5,12:23,Cash,4.761904762,4.4,4,3
Member,Male,Health and beauty,46.53,6,10:54,Credit card,4.761904762,4.3,3,3
Member,Female,Home and lifestyle,24.24,7,17:38,Ewallet,4.761904762,9.4,27,1
Member,Female,Sports and travel,45.58,1,14:13,Cash,4.761904762,9.8,7,2
Member,Female,Sports and travel,75.2,3,11:51,Ewallet,4.761904762,4.8,5,2
Member,Male,Sports and travel,96.8,3,13:05,Cash,4.761904762,5.3,15,3
Normal,Male,Health and beauty,14.82,3,11:30,Credit card,4.761904762,8.7,1,3
Normal,Male,Food and beverages,52.2,3,13:30,Credit card,4.761904762,9.5,15,2
Normal,Female,Sports and travel,46.66,9,19:11,Ewallet,4.761904762,5.3,17,2
Normal,Female,Fashion accessories,36.85,5,18:53,Cash,4.761904762,9.2,26,1
Member,Female,Home and lifestyle,70.32,2,14:22,Ewallet,4.761904762,9.6,24,3
Normal,Male,Electronic accessories,83.08,1,17:16,Ewallet,4.761904762,6.4,23,1
Normal,Female,Fashion accessories,64.99,1,10:06,Credit card,4.761904762,4.5,26,1
Normal,Male,Food and beverages,77.56,10,20:35,Ewallet,4.761904762,6.9,14,3
Normal,Female,Sports and travel,54.51,6,13:54,Ewallet,4.761904762,7.8,17,3
Member,Female,Fashion accessories,51.89,7,20:08,Cash,4.761904762,4.5,8,1
Normal,Male,Home and lifestyle,31.75,4,15:26,Cash,4.761904762,8.6,8,2
Member,Female,Fashion accessories,53.65,7,12:56,Ewallet,4.761904762,5.2,10,2
Member,Female,Food and beverages,49.79,4,19:16,Credit card,4.761904762,6.4,28,3
Normal,Male,Fashion accessories,30.61,1,12:20,Ewallet,4.761904762,5.2,23,1
Member,Male,Food and beverages,57.89,2,10:37,Ewallet,4.761904762,8.9,17,1
Normal,Female,Electronic accessories,28.96,1,10:18,Credit card,4.761904762,6.2,7,2
Member,Female,Food and beverages,98.97,9,11:23,Cash,4.761904762,6.7,9,3
Member,Male,Fashion accessories,93.22,3,11:45,Cash,4.761904762,7.2,24,1
Member,Male,Sports and travel,80.93,1,16:08,Credit card,4.761904762,9,19,1
Member,Male,Food and beverages,67.45,10,11:25,Ewallet,4.761904762,4.2,3,2
Member,Female,Sports and travel,38.72,9,12:24,Ewallet,4.761904762,4.2,20,3
Member,Male,Sports and travel,72.6,6,19:51,Cash,4.761904762,6.9,13,1
Member,Male,Electronic accessories,87.91,5,18:10,Ewallet,4.761904762,4.4,14,3
Member,Male,Food and beverages,98.53,6,11:22,Credit card,4.761904762,4,23,1
Member,Female,Fashion accessories,43.46,6,17:55,Ewallet,4.761904762,8.5,7,2
Normal,Female,Food and beverages,71.68,3,15:30,Credit card,4.761904762,9.2,28,3
Member,Female,Food and beverages,91.61,1,19:44,Cash,4.761904762,9.8,20,3
Member,Female,Home and lifestyle,94.59,7,15:27,Credit card,4.761904762,4.9,17,1
Normal,Female,Fashion accessories,83.25,10,11:25,Credit card,4.761904762,4.4,12,1
Member,Male,Fashion accessories,91.35,1,15:42,Cash,4.761904762,6.8,16,2
Member,Female,Food and beverages,78.88,2,16:04,Cash,4.761904762,9.1,26,1
Normal,Male,Sports and travel,60.87,2,12:37,Ewallet,4.761904762,8.7,9,3
Member,Male,Health and beauty,82.58,10,14:41,Cash,4.761904762,5,14,3
Member,Male,Home and lifestyle,53.3,3,14:19,Ewallet,4.761904762,7.5,25,1
Normal,Female,Fashion accessories,12.09,1,18:19,Credit card,4.761904762,8.2,26,1
Normal,Male,Sports and travel,64.19,10,14:08,Credit card,4.761904762,6.7,19,1
Normal,Male,Electronic accessories,78.31,3,16:38,Ewallet,4.761904762,5.4,5,3
Member,Male,Food and beverages,83.77,2,10:54,Credit card,4.761904762,7,15,1
Normal,Male,Home and lifestyle,99.7,3,11:29,Ewallet,4.761904762,4.7,18,3
Member,Male,Food and beverages,79.91,3,19:28,Credit card,4.761904762,5,20,3
Member,Male,Health and beauty,66.47,10,15:01,Credit card,4.761904762,5,15,1
Normal,Male,Health and beauty,28.95,7,20:31,Credit card,4.761904762,6,3,3
Normal,Female,Electronic accessories,46.2,1,12:16,Cash,4.761904762,6.3,19,3
Member,Female,Food and beverages,17.63,5,15:27,Cash,4.761904762,8.5,8,3
Normal,Male,Fashion accessories,52.42,3,17:36,Ewallet,4.761904762,7.5,27,2
Member,Female,Food and beverages,98.79,3,20:00,Ewallet,4.761904762,6.4,23,2
Member,Female,Electronic accessories,88.55,8,15:29,Ewallet,4.761904762,4.7,19,3
Member,Male,Electronic accessories,55.67,2,15:08,Ewallet,4.761904762,6,27,3
Member,Female,Food and beverages,72.52,8,19:26,Credit card,4.761904762,4,30,3
Member,Male,Electronic accessories,12.05,5,15:53,Ewallet,4.761904762,5.5,16,2
Member,Male,Home and lifestyle,19.36,9,18:43,Ewallet,4.761904762,8.7,18,1
Normal,Male,Health and beauty,70.21,6,14:58,Cash,4.761904762,7.4,30,3
Member,Male,Fashion accessories,33.63,1,19:55,Cash,4.761904762,5.6,20,3
Member,Female,Sports and travel,15.49,2,15:10,Cash,4.761904762,6.3,16,1
Normal,Male,Electronic accessories,24.74,10,16:44,Cash,4.761904762,7.1,24,2
Normal,Male,Electronic accessories,75.66,5,18:22,Ewallet,4.761904762,7.8,15,1
